income,idapp,Education,income Groups,generation,Facebook,Flickr,Fox.com,LinkedIn,NYTimes.com,Weather.com,TripAdvisor.com,WSJ.com,Validation,Smart phone linear,smart_phone
92499.5,5153241,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,1,Yes
137499.5,5173217,Post-grad degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,1,1,0,0,1,Yes
77499.5,5227507,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,1,Yes
82499.5,5300225,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,1,Yes
52499.5,5308920,Post-grad degree,31250 - 52500,Gen Y (18-30),1,1,1,1,0,0,0,1,0,1,Yes
92499.5,5496297,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,5503884,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,1,0,1,1,Yes
38749.5,5506153,Post-grad degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,1,0,0,1,1,Yes
97499.5,5519748,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),1,0,1,0,1,1,1,1,1,1,Yes
57499.5,5539080,Post-grad degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,1,Yes
77499.5,5541974,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
97499.5,5598547,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,5687133,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,1,Yes
112499.5,5711641,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,1,Yes
72499.5,5751098,Post-grad degree,52500 - 72500,Younger Boomers (45-54),1,0,1,0,0,1,0,0,0,1,Yes
48749.5,5837331,Post-grad degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,5866624,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,1,1,Yes
87499.5,5897540,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
92499.5,5949566,Post-grad degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,1,1,Yes
112499.5,6058377,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,1,Yes
67499.5,6092709,Post-grad degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
72499.5,6112575,Post-grad degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,1,Yes
77499.5,6132943,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
62499.5,6216089,Post-grad degree,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,1,Yes
97499.5,6471449,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,1,Yes
187499.5,6701117,Post-grad degree,1e+5 - High,Gen X (31-44),0,0,0,0,1,0,0,0,0,1,Yes
36249.5,6708110,Post-grad degree,31250 - 52500,Older Boomers (55-65),0,0,0,1,0,0,1,0,0,1,Yes
112499.5,6712913,Post-grad degree,72500 - 1e+5,Gen Y (18-30),0,0,1,0,0,0,0,0,0,1,Yes
57499.5,6751771,Post-grad degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,1,Yes
112499.5,6807347,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
46249.5,6824108,Post-grad degree,31250 - 52500,Gen X (31-44),1,1,1,1,1,1,0,1,0,1,Yes
112499.5,6895917,Post-grad degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,1,Yes
187499.5,6945205,Post-grad degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,1,1,0,0,1,Yes
92499.5,6983829,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
36249.5,7018619,Post-grad degree,31250 - 52500,Gen X (31-44),1,0,0,0,1,0,0,1,0,1,Yes
112499.5,7348016,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,1,0,0,0,0,1,1,Yes
224999.5,7403054,Post-grad degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,1,Yes
137499.5,7603385,Post-grad degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
31249.5,7713644,Post-grad degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,1,Yes
187499.5,7737821,Post-grad degree,1e+5 - High,Gen X (31-44),1,0,0,0,1,0,0,0,1,1,Yes
137499.5,8044771,Post-grad degree,1e+5 - High,Seniors (66+),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,8054140,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,0,0,0,0,1,Yes
87499.5,8054466,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,1,0,0,0,0,0,1,Yes
112499.5,8063849,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,1,0,0,0,0,0,1,Yes
187499.5,8077907,Post-grad degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,1,Yes
87499.5,8100645,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,1,0,0,0,1,Yes
162499.5,8251415,Post-grad degree,1e+5 - High,Gen X (31-44),1,1,0,1,1,1,1,1,0,1,Yes
187499.5,8382354,Post-grad degree,1e+5 - High,Younger Boomers (45-54),1,0,0,1,0,0,0,0,1,1,Yes
82499.5,8391556,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,1,0,0,0,0,0,0,0,1,Yes
137499.5,8422623,Post-grad degree,1e+5 - High,Gen X (31-44),1,0,0,0,1,1,0,0,0,1,Yes
137499.5,8459724,Post-grad degree,1e+5 - High,Younger Boomers (45-54),0,0,1,0,0,1,1,0,0,1,Yes
77499.5,8509540,Post-grad degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,8794820,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,1,1,1,0,0,1,Yes
112499.5,8851570,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,1,Yes
112499.5,8863999,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,1,0,0,0,0,0,1,Yes
67499.5,8868309,Post-grad degree,52500 - 72500,Gen Y (18-30),1,0,0,1,1,1,0,0,0,1,Yes
41249.5,8908797,Post-grad degree,31250 - 52500,Gen X (31-44),1,0,0,1,1,0,0,0,0,1,Yes
77499.5,8927416,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,1,Yes
72499.5,8975953,Post-grad degree,52500 - 72500,Gen Y (18-30),1,0,0,1,0,1,0,0,1,1,Yes
72499.5,8994883,Post-grad degree,52500 - 72500,Gen X (31-44),1,0,0,1,0,0,0,0,0,1,Yes
112499.5,9038553,Post-grad degree,72500 - 1e+5,Younger Boomers (45-54),1,0,1,0,0,1,0,1,0,1,Yes
112499.5,9067870,Post-grad degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,1,1,0,0,1,Yes
36249.5,9076182,Post-grad degree,31250 - 52500,Gen Y (18-30),1,0,0,1,0,0,0,0,0,1,Yes
162499.5,9112995,Post-grad degree,1e+5 - High,Younger Boomers (45-54),1,0,1,0,0,0,1,0,1,1,Yes
92499.5,9168993,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
67499.5,9313088,Post-grad degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
137499.5,9350967,Post-grad degree,1e+5 - High,Older Boomers (55-65),0,0,0,1,0,0,0,0,0,1,Yes
137499.5,9419086,Post-grad degree,1e+5 - High,Gen X (31-44),1,1,0,1,0,0,0,0,1,1,Yes
23749.5,9444355,Post-grad degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
112499.5,9642465,Post-grad degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,1,Yes
57499.5,9686771,Post-grad degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,1,0,1,0,1,Yes
112499.5,9701906,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,1,Yes
48749.5,9704207,Post-grad degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,1,Yes
87499.5,9734604,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,1,Yes
21249.5,9751174,Post-grad degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,1,0,0,0,1,Yes
38749.5,9751525,Post-grad degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,1,Yes
62499.5,9764034,Post-grad degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
92499.5,9815902,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,1,Yes
137499.5,9822404,Post-grad degree,1e+5 - High,Gen X (31-44),1,0,0,0,0,0,0,0,1,1,Yes
77499.5,9838402,Post-grad degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,1,Yes
112499.5,9863441,Post-grad degree,72500 - 1e+5,Gen X (31-44),1,1,1,1,0,0,0,1,0,1,Yes
52499.5,9878157,Post-grad degree,31250 - 52500,Gen X (31-44),1,0,0,1,0,0,0,0,1,1,Yes
137499.5,1241,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
52499.5,3160,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
97499.5,4988,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
23749.5,6381,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
57499.5,7522,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
41249.5,8113,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
112499.5,8874,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
62499.5,9679,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
62499.5,11468,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,11968,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
62499.5,13444,Some college,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
82499.5,13469,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
62499.5,14319,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
77499.5,23658,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
52499.5,23683,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
87499.5,31448,Some college,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
137499.5,32522,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
82499.5,33495,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
13749.5,33585,Some college,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
137499.5,34870,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
52499.5,36137,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
324999.5,36973,Some college,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
67499.5,39145,Some college,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
72499.5,40118,Some college,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
72499.5,42058,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
72499.5,44152,Some college,52500 - 72500,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
43749.5,47771,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
67499.5,48784,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
67499.5,52949,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
77499.5,53623,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,53816,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
137499.5,54303,Some college,1e+5 - High,Older Boomers (55-65),1,0,1,0,0,1,0,0,1,0,No
92499.5,54544,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
77499.5,54616,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
52499.5,56001,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
137499.5,57273,Some college,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
162499.5,57439,Some college,1e+5 - High,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
46249.5,60104,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
57499.5,62714,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
62499.5,64565,Some college,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,1,0,0,0,No
67499.5,66060,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
52499.5,67039,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
62499.5,67120,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
77499.5,68185,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
28749.5,69481,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
28749.5,71508,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
8749.5,72612,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
41249.5,72919,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
77499.5,76663,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,1,0,0,No
62499.5,77490,Some college,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
43749.5,80830,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
62499.5,83519,Some college,52500 - 72500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
43749.5,84163,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
38749.5,84511,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
187499.5,85444,Some college,1e+5 - High,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
82499.5,85925,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,86217,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
13749.5,91015,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,91553,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
112499.5,93058,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
46249.5,98910,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
37499.5,100404,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
37499.5,100430,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
17499.5,100450,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
47499.5,100497,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
74999.5,100633,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,1,0,0,0,No
21249.5,100691,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
7499.5,100740,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,100776,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
47499.5,101472,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
52499.5,101688,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
46249.5,101690,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
137499.5,101843,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
32499.5,102022,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
43749.5,102170,Some college,31250 - 52500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
57499.5,102294,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
17499.5,102607,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
27499.5,102722,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
7499.5,103189,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
37499.5,103557,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
52499.5,103627,Some college,31250 - 52500,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
74999.5,103636,Some college,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
7499.5,103689,Some college,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
52499.5,104575,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
22499.5,104953,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
52499.5,105019,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
64999.5,105124,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
17499.5,105137,Some college,Low - 31250,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
77499.5,105334,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
64999.5,105475,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,1,0,1,0,No
32499.5,105643,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
89999.5,105733,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
37499.5,105790,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
74999.5,105850,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
7499.5,105878,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
42499.5,106007,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
57499.5,106163,Some college,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
89999.5,106193,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,1,0,1,0,No
52499.5,106247,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
89999.5,106322,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
72499.5,107668,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
46249.5,109294,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
48749.5,109581,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
187499.5,110086,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
72499.5,110665,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
42499.5,110735,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
27499.5,110825,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
64999.5,110889,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
62499.5,110929,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
32499.5,110993,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
92499.5,111394,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
48749.5,112595,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
57499.5,115148,Some college,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
26249.5,116007,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
48749.5,117573,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
82499.5,118084,Some college,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
67499.5,118297,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
41249.5,118687,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
17499.5,120110,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
31249.5,120374,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
52499.5,121047,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
23749.5,122434,Some college,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
137499.5,123011,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
97499.5,126368,Some college,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
324999.5,127831,Some college,1e+5 - High,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
97499.5,129638,Some college,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
31249.5,129711,Some college,Low - 31250,Seniors (66+),0,0,1,0,0,0,0,0,1,0,No
37499.5,130023,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
92499.5,130385,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
32499.5,130916,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
52499.5,131193,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
27499.5,131914,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
22499.5,131989,Some college,Low - 31250,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
42499.5,132074,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
28749.5,132715,Some college,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
46249.5,133879,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
92499.5,135100,Some college,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
137499.5,135235,Some college,1e+5 - High,Seniors (66+),1,0,0,1,1,0,0,1,1,0,No
62499.5,135425,Some college,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
137499.5,135708,Some college,1e+5 - High,Seniors (66+),0,0,0,0,0,1,0,0,1,0,No
82499.5,139980,Some college,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
64999.5,140238,Some college,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
52499.5,140979,Some college,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
52499.5,141762,Some college,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
36249.5,141784,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
57499.5,143922,Some college,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
162499.5,144590,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
48749.5,145882,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
8749.5,146159,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
3749.5,149960,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
89999.5,150019,Some college,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
72499.5,151575,Some college,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
16249.5,152331,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
52499.5,157248,Some college,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,1,0,0,No
23749.5,157775,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
16249.5,157812,Some college,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
52499.5,157868,Some college,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
62499.5,158668,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
137499.5,158864,Some college,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
11249.5,159162,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
112499.5,159608,Some college,72500 - 1e+5,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
32499.5,160013,Some college,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
46249.5,160014,Some college,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
27499.5,160027,Some college,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
57499.5,160075,Some college,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
37499.5,160083,Some college,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
37499.5,160092,Some college,31250 - 52500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
57499.5,160118,Some college,52500 - 72500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
89999.5,160297,Some college,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
57499.5,160346,Some college,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
27499.5,160369,Some college,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
