Brand_Key,Brand_Name,Category_Name,Sector,Category_Key,Energized_Differentiation,Relevance,Esteem,Knowledge,Brand_Stature,Brand_Strength,Brand_Asset,Total_Users_pct,Total_Prefer_pct,Different_pct,Distinctive_pct,Unique_pct,Dynamic_pct,Innovative_pct,Leader_pct,Reliable_pct,High_quality_pct,Arrogant_pct,Authentic_pct,Best_Brand_pct,Carefree_pct,Cares_Customers_pct,Charming_pct,Daring_pct,Down_to_Earth_pct,Energetic_pct,Friendly_pct,Fun_pct,Gaining_In_Popularity_pct,Glamorous_pct,Good_Value_pct,Healthy_pct,Helpful_pct,High_Performance_pct,Independent_pct,Intelligent_pct,Kind_pct,Obliging_pct,Original_pct,Prestigious_pct,Progressive_pct,Restrained_pct,Rugged_pct,Sensuous_pct,Simple_pct,Social_pct,Socially_Responsible_pct,Straightforward_pct,Stylish_pct,Traditional_pct,Trendy_pct,Trustworthy_pct,Unapproachable_pct,Up_To_Date_pct,Upper_Class_pct,Visionary_pct,Worth_More_pct
9680,Oxygen,Television Channels,TV/Movie/Radio,135,46.4,56.16,16.82,56.73,42.66,46.91,46.02,31.86,31.54,8.56,7.78,7.44,5.24,6.65,7,7.97,8.23,3.29,6.84,3.46,4.68,9.66,7.35,5.79,13.5,7.29,13.97,12.34,6.59,4.37,7.02,6.24,7.31,4.91,9.12,8.09,6.78,5.73,12.48,3.79,5.51,3.62,3.11,2.94,10.74,13.81,8.44,6.46,6.93,4.34,11.47,11.32,3.55,9.21,4.66,8.16,2.43
1277,PBS,Television Channels,TV/Movie/Radio,135,97.27,93.8,93.94,89.87,93.74,99.05,97.7,56.24,50.17,10.02,15.43,13.35,10.15,11.95,19.71,21.73,22.86,4.99,16.24,11.67,6.25,16.15,10.5,5.98,27.46,8.8,21.55,20.19,9.08,3.6,15.77,5.75,17.18,14.05,15.26,23.24,12.03,7.65,24.79,8.53,9.82,5.88,4.81,2.87,14.76,19.58,18.41,12.54,5.22,16.25,6.21,27.43,4.91,13.08,7.85,17.2,8.01
1278,Showtime,Television Channels,TV/Movie/Radio,135,81.68,70.26,49.7,81.91,67.47,83.06,74.88,36.37,41.57,7.64,10.78,8.93,9.78,8.21,10.65,9.92,11.76,4.59,7.87,5.51,4.02,7.81,5.7,11.21,12.63,8.17,11.05,24.11,7.06,5.35,7.75,2.57,5.39,6.51,8.47,7.74,4.44,6.44,13.59,4.67,6.73,4.16,3.98,4.5,8.81,12.74,5.99,6.37,5.89,5.03,11.47,10.23,4.86,9.76,4.63,9.22,4.86
-22757,Speed Channel,Television Channels,TV/Movie/Radio,135,93.31,56.7,25.67,37.01,35.17,86.59,51.08,21.1,22.69,9.64,10.97,9.47,13.94,9.04,8.71,8.73,8.99,2.54,9.35,6.42,5.62,8.02,5.36,14.8,10.82,15.89,8.75,24.93,7.82,5.17,8.03,3.04,5.94,11.91,9.06,5.85,5.89,5.15,16.09,3.72,6.45,4.84,10.58,2.57,9.1,14.44,7.7,7.83,4.79,6.27,10.58,11.34,3.83,11.89,4.09,7.67,5.64
-14782,Spike TV,Television Channels,TV/Movie/Radio,135,97.07,71.32,41.89,59.23,54.03,95.12,72.75,38.57,35.32,14.3,11.61,12.48,12.12,9.96,10.45,8.7,10.3,6.65,9.12,6.71,7.69,8.06,6.8,18.38,12.43,13.66,13.16,26.35,9.96,5.96,9.45,3.5,6.21,7.69,12.73,9.62,6.61,6.49,17.83,3.31,7.97,4.76,12.1,4.1,11.35,14.56,6.23,9.87,6.05,6.31,12.52,10.74,3.83,11.72,4.53,11.2,5.5
1279,Sundance Channel,Television Channels,TV/Movie/Radio,135,91.99,61.44,26.82,43.67,39.59,86.68,55.79,21.93,24.37,9.34,12.87,10.41,8.51,10.57,8.36,7.36,12.99,2.61,7.66,2.97,5.19,6.69,5.53,10.19,11.52,5.87,11.05,14.09,6.67,4.78,8.22,3.11,4.85,7.53,13.11,11.56,5.97,6.2,14.49,6.55,7.43,4.31,4.53,3.61,8.54,13.25,8.73,7.18,6.13,4.69,11.2,7.88,3.88,9.37,7.26,11.71,3.99
-25769,Syfy (Channel),Television Channels,TV/Movie/Radio,135,99.8,87.86,64.83,65.92,67.56,99.66,88.95,44.89,41.76,19.91,16.93,17.68,12.8,12.27,13.61,8.34,10.71,3.04,7.44,8.96,6.66,7.37,6.44,19.34,14.94,12.45,11.66,30.19,10.51,4.7,8.64,3.71,4.91,7.69,13.62,14.34,5.05,5.13,21.15,5.56,7.19,4.01,5.66,3.19,7.99,11.63,7.17,7.34,5.54,6.78,14.16,12.51,3.9,10.02,4.67,18.69,4.41
1280,TBS,Television Channels,TV/Movie/Radio,135,79.76,95.21,82.49,86.59,85.16,95.26,91.16,62.14,54.58,6.89,9.63,8.17,9.92,9.83,14.1,15.28,14.71,2.19,8.15,6.6,6.97,11.33,7.37,7.98,21.63,11.73,20.33,28.98,7.73,3.87,13.02,3.55,6.6,7.74,12.74,11.42,8.17,6.26,17.02,3.77,6.94,4.86,3.54,3.5,15.36,17.2,9.81,11.9,5.36,9.48,11.76,15.95,4.66,12.1,4.11,9.98,4.81
9992,Telemundo,Television Channels,TV/Movie/Radio,135,75.05,0.98,9.02,26.1,18.63,8.99,11.17,8.15,11.93,10.75,9.33,7.53,7.47,7.71,9.76,7.46,5.24,2.58,9.5,2.24,3.84,6.16,3.88,6.87,11.14,6.41,8.52,9.68,6.44,2.87,6.1,1.78,4.47,5.02,9.12,7.05,4.38,4.71,9.62,4.09,5.08,3.15,4.85,2.61,8.29,12.74,6.48,5.81,4.92,5.24,8.28,6.22,5.9,7.55,2.93,7.78,2.16
-22761,Tennis Channel,Television Channels,TV/Movie/Radio,135,52.02,7.75,6.37,28.62,18.23,16.91,14.44,9.75,12.95,5.91,8.88,7.62,8.21,6.22,7.37,7.01,8.35,4.99,8.19,3.38,5.52,5.67,6.07,5.71,11.4,13.57,8.34,20.86,6.79,7.08,6.38,7.13,5.42,7.1,7.29,6.78,4.02,7.01,12.37,6.25,5.24,4.7,6.63,2.12,12.05,14.77,7.4,7.73,6.89,7.53,7.51,8.32,4.58,8.15,9.28,6.7,2.77
-19781,The CW,Television Channels,TV/Movie/Radio,135,79.73,72.98,35.83,41.75,42.26,83.18,56.59,32.9,31.79,11.65,9.48,9.03,7.22,7.06,9.36,9.61,8.39,2.05,4.49,5.66,6.78,8.15,7.9,7.65,14.67,8.41,18.2,22.7,8.86,4.77,8.04,3,5.4,4.73,9.36,6.96,6.82,5.61,14.88,3.47,6.78,4.57,3.34,4.09,13.73,14.61,5.76,7.59,6.9,6.85,14.12,11.64,3.06,10.17,3.56,7.16,2.46
1282,The Discovery Channel,Television Channels,TV/Movie/Radio,135,99.83,97.79,95.98,95.49,96.47,99.94,99.71,66.9,59.29,14.79,17.36,17.25,15.09,16.58,20.62,20.82,24.31,2.87,14,14.72,6.56,11.34,8.09,10.73,26.79,12.55,20.86,29.22,11.23,3.8,14.62,6.56,17.6,13.19,13.46,26.07,7.53,6.97,23.57,7.54,12.6,4.72,7.07,2.5,11.61,17.4,14.63,12.57,5.59,10.13,9.07,24.74,3.61,17.94,6.3,20.91,7.12
1283,The Disney Channel,Television Channels,TV/Movie/Radio,135,95.12,89.26,93.74,93.05,94.43,97.62,96.78,50.91,47.92,8.77,13.53,10.24,11.69,11.82,22.38,16.69,19.73,1.77,11.89,14.94,10.31,15.88,21.56,7.19,25.41,13.46,31.24,48.03,9.61,5.43,13.5,6.43,8.31,11.37,9.91,13.32,14.87,7.31,19.73,6.38,7.95,4.75,3.5,2.09,14.17,19.84,14.24,8.92,7.38,12.63,14.21,21.24,3.6,13.15,6.61,15.52,9.64
13498,The Food Network,Television Channels,TV/Movie/Radio,135,95.58,86.02,82.14,84.21,84.41,97.22,91.93,54.32,50.72,10.53,11.42,11.51,9.19,13.99,16.02,14.22,15.3,2.56,11.75,10.21,6.2,12.43,8.74,7.96,20.73,12.01,24.36,30.72,13.25,4.8,10.78,23.09,20.6,8.98,9.97,13.15,9.2,6.78,20.87,4.95,8.54,4.53,4.17,3.57,12.92,16.76,9.79,9.86,8.73,7.24,16.51,17.26,3.87,13.48,5.9,13.26,4.68
13499,The History Channel,Television Channels,TV/Movie/Radio,135,99.05,96.64,96.21,94.72,96.38,99.71,99.28,67.04,60.13,10.37,17.61,16.15,11.42,13.35,21.54,20.9,24.03,2.24,19.48,11.36,4.49,9.05,5.3,7.31,25.56,8.76,13.72,17.93,10.12,3.61,11.38,3.7,18,13.88,12.95,30.76,5.83,6.54,22.64,7.75,8.85,3.7,5.79,3.59,12.06,15.86,13.6,15.75,4.25,12.76,7.62,26.79,3.76,13.35,7.55,16.45,6.09
1285,The Learning Channel (TLC),Television Channels,TV/Movie/Radio,135,89.66,88.29,82.92,75.11,81.48,95.03,88.66,50.43,49.16,8.1,10.05,11.52,8.92,11.24,13.78,17.71,14.83,2.3,10.08,7.72,4.44,10.85,6.82,6.43,22.61,8.92,17.04,22.45,9.55,4.32,10.95,6.4,18.73,9.86,9.82,23.42,7.47,6,15.69,4.76,7.57,3.59,3.61,2.83,10.23,13.64,12.56,10.81,5.15,6.41,7.98,20.02,3.09,12.85,5.45,15.66,5.27
1286,The Movie Channel,Television Channels,TV/Movie/Radio,135,53.12,87.45,72.21,82.43,78.75,81.94,81.4,47.16,48.17,7.1,9.77,6.11,7.65,6.42,12.75,12.35,11.34,2.17,8.77,5.82,6.09,7.35,7.69,6.74,15.63,9.29,14.24,26.89,8.34,6.01,11.79,3.25,5.63,8.9,10.97,9.67,6.72,6.66,16.06,4.41,5.06,4.77,4.14,4.25,12.84,16.25,7.43,9.76,4.33,10,9.79,12.6,3.68,9.28,5.71,9.38,6.02
31016,The Travel Channel,Television Channels,TV/Movie/Radio,135,86.71,83.46,76.54,72.64,77.66,91.96,84.78,45.52,45.12,8.98,11.16,9.48,9.82,8.32,13.25,15.44,12.04,2.49,9.61,6.68,8.93,8.41,6.55,8.81,20.01,11.69,17.19,24.17,9.12,7.95,10.96,4.25,17.15,8.71,7.91,13.98,5.66,7.74,14.82,4.42,7.65,4.28,6.08,3.11,9.5,16.35,8.36,9.12,6.68,7.17,12.39,18.57,3.47,13.73,7.57,13.4,4.11
1288,The Weather Channel,Television Channels,TV/Movie/Radio,135,84.41,98.22,98.65,97.36,98.91,98.08,98.97,64.87,59.59,7.3,11.59,8.81,9.5,9.31,22.7,32.91,15.61,2.37,10.13,12.46,4,14.61,3.87,6.65,28.27,8.45,17.22,8.65,8.72,3.51,10.01,5.85,27.42,13.49,10.91,22.23,6.57,8.69,19.07,4.89,8.52,4.3,4.12,2.79,14.66,14.57,17.14,14.9,3.72,7.32,6.29,33.28,2.92,22.55,4.65,16.74,4.98
1290,TNT (TV channel),Television Channels,TV/Movie/Radio,135,86.97,94.46,78.09,90.21,84.24,96.64,91.47,65.9,59.49,8.37,11.21,7.12,11.61,9.53,12.7,14.85,13.2,2.92,9.79,5.26,6.8,10.39,6.36,8.19,18.52,8.54,17.45,27.79,7.37,4.06,12.47,3.56,6.52,7.82,11.37,10.27,7.43,7.17,19.68,4.33,7.72,4.13,5.17,2.71,14.13,16.19,8.53,9.99,5.77,9.32,10.59,14.77,3.51,12.68,4.67,10.09,5.56
-22630,TruTV,Television Channels,TV/Movie/Radio,135,97.79,81.02,49.93,49.41,51.94,97.93,75.08,36.32,35.65,13.53,11.04,14.64,11.22,12.66,10.49,9.88,8.13,2.53,7.73,5.78,8.25,8.05,4.8,15.29,15.2,10.13,11.58,18.66,10.87,4.66,9.48,3.13,6.32,6.65,11.06,10.19,5.38,5.47,17.44,3.66,8.27,2.76,5.46,2.94,11.48,14.03,7.13,10.02,4.79,5.54,11.16,10.4,3.01,12.73,5.58,10.45,5.74
15644,TV Land,Television Channels,TV/Movie/Radio,135,77.2,91.21,61.76,71.55,68.04,92.25,79.47,43.84,41.88,8.93,10.11,9.73,7.28,7.47,8.87,12.75,11.04,1.27,9.93,7.84,7.72,10.33,14.92,4.92,26.26,7.29,23.77,39.61,10.69,4.55,12.21,3.31,5.8,7.6,10.46,8.38,9.58,6.53,17.87,3.58,5.32,5.07,3.72,3.09,18.81,17.21,9.01,8.14,5.57,16.34,8.53,14.21,3.13,7.92,3.71,9.06,4.63
-27987,Universal Sports,Television Channels,TV/Movie/Radio,135,51.82,48.15,32.27,26.3,28.94,45.88,32.79,14.18,19.26,6.68,6.59,7.11,9.34,7.12,9.88,9.34,10.59,3.21,8.86,4,6.17,9.94,3.79,8.82,13.28,12.3,12.57,19.56,6.94,3.28,8.12,7.49,7.29,6.77,11.08,7.09,5.5,4.9,12.31,4.66,6.99,5.47,10.79,3.53,8.74,15.25,7.92,7.97,4.75,6.07,10.02,8.9,5.65,9.48,4.11,7.99,3.25
1292,USA Network,Television Channels,TV/Movie/Radio,135,68.16,91.36,76.2,81.37,80.22,90.24,85.41,59.88,55.24,6.84,9.33,7.76,9.28,7.48,13.08,13.86,13.42,2.73,8.42,5.04,5.34,8.5,5.05,6.94,21.97,7.53,17.41,24.19,9.41,3.87,11.79,3.55,8.02,6.9,9.63,10.02,6.5,6.59,14.54,4.96,5.45,3.84,3.97,2.97,11.89,14.4,9.68,10.57,4.86,9.35,9.27,15.22,4.14,10.49,4.7,9.03,4.77
-25229,Versus,Television Channels,TV/Movie/Radio,135,56.1,63.8,19.55,20.5,18.92,59.89,25.95,16.48,20.99,6.91,8.64,8.08,6.31,7.8,8.57,7.47,10.26,2.64,7.29,3.49,4.9,7.03,4.54,7.01,9.7,8.84,8.94,10.69,8.54,5.04,7.97,3.7,6.23,5.87,7.15,6.51,5.24,4.37,13.08,4.18,4.34,6.5,6.45,2.21,9.95,9.7,6.2,8.54,4.47,7.06,10.13,8.62,2.9,8.11,5.72,9,2.76
1293,VH-1,Television Channels,TV/Movie/Radio,135,80.82,62.3,24.58,67.93,50.76,77.66,61.79,29.59,29.82,9.23,9.84,8.05,9.74,8.09,8.43,8.05,9.43,4.51,8.25,4.59,6.67,5.85,5.54,9.03,10.6,11.03,12.03,23.26,6.04,4.44,7.06,2.77,4.46,6.44,9.48,6.43,5.03,6.17,15.86,3.64,7.63,4.23,3.58,4.31,11.86,15.51,6.75,8.28,7.4,5.66,16.55,8.98,5.2,11.57,3.74,9.25,2.69
23946,We,Television Channels,TV/Movie/Radio,135,78.67,55.33,22.19,35.86,33.16,71.46,42.43,26.3,27.3,10.24,8.8,9.3,6.1,9.56,7.98,8.93,8.12,2.57,7.55,2.9,5.54,7.12,6.99,5.61,15.07,7.53,15.73,15.13,9.57,4.25,7.41,4.13,5.92,5.87,10.38,8.26,7.14,6.58,11.73,3.65,7.12,4.39,3.96,3.59,12.01,14.23,9.8,7.72,5.62,5.99,11.05,12.18,4.59,8.53,5.35,9.23,3.35
-20763,Verizon FiOS,Cable Providers,,26682,79.82,58.34,77.26,42.38,62.88,74.56,68.62,8.73,20.34,5.68,9.59,9.08,5.34,14.77,18.36,14.64,13.6,6.51,8.83,5.46,5.14,9.6,5.65,3.62,11.53,10,10.32,7.79,10.93,4.22,11.91,3.46,10.17,15.35,8.34,16.43,7.57,6.33,11.47,6.16,12.78,3.12,4.32,2.89,10.81,13.48,9.26,11.36,6.03,5.03,14.41,12.17,4.46,17.2,5.9,10.76,8.37
-28550,Alcatel-Lucent,Telecommunications Companies,Telecommunications,133,49.18,15.91,25.55,11.71,13.18,23.54,11.25,0.8,10.37,7.48,6.59,5.9,5.95,10.35,10.43,9.02,7.5,5.83,4.09,1.72,3.76,7.03,2.97,4.35,8.3,4.88,6.86,2.94,5.35,3.17,8.22,3.18,7.81,8.52,8.66,10.16,5.62,4.83,9.66,4.03,6.56,4.98,3.86,2.43,5.66,6.49,5.39,7.25,4.31,6.88,9.54,8.57,4,8.54,9.02,10.72,2.53
30828,Alltel,Telecommunications Companies,Telecommunications,133,15.82,8.81,15.3,40.2,32.76,6.55,21.59,1.4,13.93,6.45,6.17,5.42,4.64,6.75,8.06,9.69,7.21,4.36,4.76,3.05,3.92,9.61,3.68,3.43,10.23,4.93,8.71,5.04,4.46,3.81,10.32,2,7.68,6.72,9.01,7.16,5.83,5.66,10.42,4.68,5.64,4.19,3.44,2.35,10.59,8.65,5.67,6.11,4.98,5.57,6.83,8.79,4.61,8.18,4.75,8.16,2.87
343,AT&T,Telecommunications Companies,Telecommunications,133,64.48,88.66,93.25,97.85,95.46,87.17,94.2,32.27,42.81,4.51,9.09,5.72,9.08,11.26,24.83,20.18,16.03,9.13,7.98,8.69,3.84,12.19,2.82,5.46,15.28,7.24,12.18,5.08,7.08,4,12.9,3.38,10.59,11.38,9.48,12.29,5.83,5.99,17.14,5.09,10.29,4.9,4.83,1.86,12.45,14.88,9.89,8.36,5.02,12.34,8.49,19.16,6.38,15,6.88,13.29,6.33
-28576,AT&T for Business,Telecommunications Companies,Telecommunications,133,12.29,6.35,40.83,44.39,45.74,4.48,31.27,3.04,13.85,4.9,6.1,4.39,6.06,7,10.74,12.11,10.43,5.15,5.98,3.97,3.39,9.24,2.72,4.32,8.75,5.49,7.72,2.84,5.53,2.99,8.73,2.94,8.92,7.13,7.34,10.86,3.58,5.08,9.09,4.5,6.94,4.36,3.71,1.71,7.22,8.38,6.55,6.74,3.48,6.1,6.13,12.16,4.4,9.54,5.97,8.78,3.6
-24658,AT&T U-verse,Telecommunications Companies,Telecommunications,133,76.69,29.97,57.19,45.31,52.51,52.89,57.13,5.77,16.49,6.91,6.87,7.38,10.25,11.97,13.58,12.43,11.85,6.01,4.82,3.58,3.33,7.64,2.89,4.71,9.52,5.56,7.54,6.51,8.98,4.22,8.82,2.32,7.98,9.47,9.72,12.5,3.48,4.89,8.69,3.27,9.5,3.68,5.03,2.28,9.33,10.38,6.09,6.71,4.91,5.18,8.65,11.44,6.04,10.88,6.26,11.52,4.72
13553,AT&T Wireless,Telecommunications Companies,Telecommunications,133,34.51,74.25,80.48,89.52,85.04,55.21,81.11,20.15,30.3,4.16,6.99,5.15,7.5,9.55,17.9,15.82,14,8.11,8.07,7.12,4.57,12.4,2.07,4.75,10.42,4.6,10.65,5.21,6.74,2.51,10.94,2.97,9.77,11.78,7.45,12.52,5.53,4.8,11.11,4.05,10.49,3.31,3.95,1.61,8.86,11.55,8.49,7.01,4.79,7.77,7.81,16.9,6.37,15.61,5.31,12.86,4.87
27222,Avaya,Telecommunications Companies,Telecommunications,133,50.45,19.15,8.87,13.58,9.33,27.3,7.9,1.14,10,10.07,9,6.11,4.48,6.86,8.58,7.45,8.51,4.61,5.23,4.11,4.16,7.62,3.83,5.17,11.6,4.08,5.4,4.21,5.17,3.6,10.16,4.64,8.82,5.31,8.27,9.37,5.81,5.99,10.48,4.81,6.32,2.2,1.76,3.06,11.31,7.85,6.97,5.7,3.73,5.55,8.32,10.32,5.25,6.25,5.83,7.06,4.42
1298,Bell South,Telecommunications Companies,Telecommunications,133,10.25,15.82,56.99,49.87,55.44,7.41,42.61,3.49,17.43,5.07,6.28,4.22,4.93,7.32,12.26,15.18,10.28,4.12,5.84,2.57,5.26,9.83,2.99,3.48,13.05,4.83,8.66,3.62,3.36,1.75,7.87,1.93,6.72,5.35,8.44,8.02,4.87,4.72,14.98,3.35,4.9,3.61,4.39,1.55,12.69,10.02,8.2,8.85,3.21,10.67,4.22,13.16,3,8.05,3.42,8.94,3.22
-17003,Boost Mobile,Telecommunications Companies,Telecommunications,133,18.83,11.05,25.27,37.55,35.43,8.33,25.5,1.29,11.92,6.33,5.2,5.45,6.1,7.05,8.98,11.92,8.77,3.26,5.05,1.97,4.77,9.8,2.81,6.24,10.34,5.17,9.02,5.84,8.27,3.59,11.58,3.83,7.78,5.98,10.66,8.84,5.82,6.27,9.97,4.46,6.45,5.68,4.08,2.08,11.25,11.89,5.39,6.96,5,5.22,8.34,9.52,4.98,8.11,4.53,9.36,3.37
-22684,Cellular South,Telecommunications Companies,Telecommunications,133,53.09,17.8,12.29,17.26,13.41,27.25,12.52,0.29,9.16,9.7,6.11,7.34,5.34,8.55,8.87,7.28,7.26,2.22,5.49,3.5,5.19,10.47,2.05,4.3,9.24,5.71,6.42,2.66,6.48,4.02,10.5,5.66,8.61,5.55,10.17,7.72,3.91,6.8,10.57,2.23,4.7,5.97,5.33,2.69,13.57,9.3,9.12,7.71,4.25,4.59,7.31,8.07,6.14,5.83,5.39,7.28,2.38
-29411,CenturyLink Business,Telecommunications Companies,Telecommunications,133,33.71,8.24,12.75,14.27,11.23,10.88,5.8,1.94,10.47,7.03,7.03,6.16,5.93,7.04,7.91,9.39,7.96,4.11,5.72,2.51,3.77,8.78,3.46,4.66,8.87,5.24,7.61,3.82,6.4,3.72,7.67,3.76,8.32,5.54,8.11,10.28,5.67,6.49,9.5,5.57,6.76,4.5,4.19,3.11,9.63,9.2,6.41,6.29,4.66,5.06,8.03,9.35,5.61,9.52,6.11,8.57,3.06
-28161,Comcast Business Class,Telecommunications Companies,Telecommunications,133,28.6,4.65,21.5,24.35,22.65,6.83,13.61,1.39,10.62,5.95,6.45,6.26,6.19,7.41,9.47,9.43,8.61,4.93,6.21,2.82,3.76,7.12,2.82,3.97,8,5.13,7.03,4.23,5.46,3.51,8.84,2.92,7.71,7.02,8.04,10.59,4.77,4.82,9.04,4.74,7.48,4.82,3.75,2.35,8.24,7.75,6.66,6.57,3.54,4.49,7.12,9.04,4.8,9.46,6.18,8.9,3.21
-21264,Cricket (cellular service),Telecommunications Companies,Telecommunications,133,32.13,3.99,17.57,31.98,27.76,6.89,17.97,1.26,10.71,9.04,5.85,6.01,3.93,8.07,8.71,10.02,5.91,2.14,5.47,2.48,5.74,8.18,2.21,4.19,11.96,7.45,10.27,5.47,10.34,2.9,15.55,1.36,8.38,5.16,9.52,8.72,5.57,5.31,9.86,3.29,7.17,3.37,2.73,2.6,16.89,11.88,7.76,8.15,3.18,4.92,10.09,8.51,3.14,11.05,3.82,9.1,2.01
264,Ericsson,Telecommunications Companies,Telecommunications,133,30.95,26.27,27.05,36.18,35.26,20.47,31.81,0.49,10.31,6.53,5.83,5.44,6.47,8.42,7.26,11.72,9.5,2.22,7.17,2.76,4.24,6.14,3.18,4.38,8.66,3.89,8.58,4.14,4.18,2.82,8.8,2.29,7.63,6.03,6.55,8.38,4.36,4.03,11.49,3.17,5.8,3.47,3.66,0.97,8.84,7.22,5.27,6.12,6.5,4.13,5.95,10.74,4,5.99,5.08,10.08,2.24
1299,Excel Telecommunications,Telecommunications Companies,Telecommunications,133,52.89,15.73,6.03,19.75,11.74,25.29,10.16,0.51,9.22,5.27,5.92,6.54,8.94,10.33,5.32,9.78,10.17,3.52,5.57,3.13,5.03,7.74,3.69,4.8,6.88,6.22,6.85,5.71,7.13,3.28,8.77,2.15,8.05,7.94,8.51,10.66,4.45,4.49,10.26,4.14,8.02,5.82,4.05,3.69,7.65,9.41,8.07,7.04,3.74,6.3,7.39,9.25,3.91,9.1,5.8,10.62,4.31
-20745,Frontier Telecommunications Solutions,Telecommunications Companies,Telecommunications,133,32.24,35.06,20.53,11.08,11.28,26.01,9.68,2.39,10.79,8.53,5.21,5.19,6.59,7.37,10.21,8.85,8.24,3.36,4.4,5.24,4.46,8.55,3.5,5.15,10.62,6.27,7.37,5.1,6.93,4.47,10.44,3.18,8.5,5.32,9.31,8.08,8.18,5.82,10.14,6.31,6.74,3.32,3.76,3.23,12.63,8.97,7.95,6.63,4.35,6,7.09,10.23,6.48,7.13,6.4,7.07,3.96
21599,Huawei,Telecommunications Companies,Telecommunications,133,47.43,34.68,23.72,2.73,4.08,35,4.45,0.76,8.54,10.13,7.28,6.27,4.72,7.54,9.87,8.42,9.45,5.87,5.62,3.78,7.44,12.88,5.78,6.06,9.81,5.49,9.03,4.95,11.22,6.3,11.96,5.95,5.46,8.6,13.6,10.05,9.96,5.58,14.04,6.78,10.44,2.36,5.1,3.42,11.24,8.92,10.31,7.16,5.42,7.93,11.41,10.57,8.15,7.66,8.23,8.94,5.43
28540,IDT,Telecommunications Companies,Telecommunications,133,27.25,12.06,7.75,11.77,7.46,11.46,3.13,0.24,8.64,8.21,5.35,4.02,7.89,6.46,6.33,9.85,8.34,3.7,5.36,2.69,3.92,6.73,4.2,3.69,7.25,5.29,4.82,3.41,6.45,3.33,8.42,3.06,8.41,6.52,10.53,6.85,5.69,4.18,9.86,3.09,3.99,7.06,6,2.35,11.31,6.35,7.05,7.03,3.99,4.59,6.2,7.55,3.58,5.92,6.79,8.16,2.33
-28549,Juniper,Telecommunications Companies,Telecommunications,133,25.67,22.74,13.38,13.03,10.77,16.88,6.89,0.43,8.79,6.34,6.82,6.22,6.27,5.97,8.23,9.49,7.16,4.63,4.59,1.61,5.2,9.61,2.91,3.46,10.24,7.98,7.68,5.25,3.95,3.27,7.97,3.88,6.54,6.27,8.41,8.86,7.08,5.28,11.71,4.61,4.31,6.44,2.86,3.49,10.89,10.07,6.26,7,4.83,3.56,6.88,8.92,5.29,5.9,3.58,6.14,1.99
-21265,Metro-PCS,Telecommunications Companies,Telecommunications,133,64.71,14.33,20.01,23.26,20.99,31.52,21.48,1.54,11.4,9.16,6.52,7.39,7.64,9.03,7.83,10.92,6.92,3.74,7.14,4.28,5.47,11.27,2.86,4.75,10.81,5.64,8.99,5.33,6.97,3.1,14.19,3.51,9.17,6.11,8.95,8,6.69,6.7,11.45,4.45,9.23,5.4,4.49,2.67,12.96,9.55,7.6,10.83,5.57,6.15,7.7,8.81,5.16,10.34,4.88,10.18,3.89
11843,Nortel Networks Corporation,Telecommunications Companies,Telecommunications,133,39.08,20.79,6.32,13.21,7.52,21.68,5.31,0.42,9.29,6.33,5.92,6.55,6,9.36,6.48,8.54,7.7,3.99,4.66,3.21,4.91,6.24,3.28,4.56,7.54,6.97,5.86,4.82,5.26,3.06,9.92,3.88,7.08,6.76,8.55,9.55,5.64,4.12,8.58,5.06,7.62,6.48,4.15,2.62,7.93,8.48,4.9,7.31,2.96,6.6,8.56,7.24,6.02,7.73,6.75,7.36,3.57
1320,SkyTel,Telecommunications Companies,Telecommunications,133,32.21,11.69,10.77,10.82,8.01,13.12,3.88,0.31,9.37,5.6,6.25,4.47,6.2,10.38,7.7,8.76,6.29,3.69,6.59,1.51,4.59,8.4,3.69,2.59,7.98,5.48,8.66,6.11,5.11,4.43,9.22,3.8,7.33,6.27,8.87,6.46,5.24,5.61,7.03,4.31,6.98,4.46,2.92,3.96,10.39,10.48,5.39,6.38,5.02,3.19,7.1,7.01,4.41,8.57,5.77,6.99,2.92
346,Sprint,Telecommunications Companies,Telecommunications,133,38.42,29.11,60.75,85.9,74.16,26.21,65.81,8.43,24.47,6.02,7.79,5.03,6.29,8.92,12.96,14.3,10.14,5.95,5.82,3.88,3.38,9.08,2.69,5.47,12.04,6.36,10.24,4.9,6.57,3.3,12.13,2.14,8.52,7.49,8.94,8.99,4.6,5.16,10.36,3.62,6.84,2.97,4.5,1.41,10.91,12.35,6.07,8.16,4.36,6.03,8.26,12.63,4.58,10.99,4.9,10.76,4.24
31721,T-Mobile,Telecommunications Companies,Telecommunications,133,49.07,18.83,38.73,77,60.49,26.24,56.42,8.26,24.12,7.08,6.7,6.68,6.33,9.47,9.75,13.3,7.28,4.49,4.94,3.6,5,10.29,3.06,4.2,11.55,6.37,10.53,6.79,7.44,3.29,13.11,2.69,7.9,8.15,8.99,10.69,5.57,5.53,10.63,4.05,8.29,3,3.53,1.71,11.63,12.85,5.56,7.38,4.7,6.01,9.58,13.18,4.54,11.01,4.63,8.87,3.05
